Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity,Engagement_Score,Contactability_Score,Lead_Score
1,3,0,0,1,4.0,1385,4.0,12,12,8,7,5,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0.0,0.0,0,1,12,5540.0,1,0.7453234732522017
1,7,0,0,1,5.0,1184,5.0,12,12,12,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,2,2,13.0,15.0,0,1,12,5920.0,1,0.9626155932503813
2,15,0,0,1,0.0,0,0.0,12,36,16,7,5,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.9805679882959433
0,6,0,0,1,0.0,0,0.0,12,36,16,7,5,1,0,0,0,0,0,0,0,0,0,4,0,0,2,2,15.0,15.0,0,0,12,0.0,1,0.8661034780776267
2,10,0,0,1,0.0,0,0.0,5,36,5,7,6,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,0,4,0.0,1,0.9573688659279793
1,1,0,0,1,2.0,1603,2.0,12,12,11,7,5,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,1,12,3206.0,1,0.7683055551643236
0,1,0,0,1,13.0,724,2.17,5,12,19,7,6,1,0,0,0,0,0,0,0,0,20,1,0,0,1,2,16.0,15.0,0,0,4,9412.0,1,0.9669660735603045
1,3,0,0,1,6.0,969,2.0,5,12,5,4,5,1,0,0,0,0,0,0,0,0,20,2,0,0,2,1,14.0,18.0,0,0,4,5814.0,1,0.9729533235571859
1,1,0,0,1,5.0,1763,1.67,12,12,5,7,5,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,1,12,8815.0,1,0.7998541421314943
1,1,0,0,1,2.0,143,2.0,12,12,5,7,5,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,1,12,286.0,1,0.8105155833283655
2,10,0,0,1,0.0,0,0.0,9,36,5,7,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0,0,9,0.0,1,0.9736952831341595
2,15,1,0,1,0.0,0,0.0,12,36,16,7,5,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,12,0.0,0,0.9901672717238226
0,3,0,0,1,2.0,1311,1.0,12,12,11,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,2622.0,1,0.9824764440156788
2,15,0,0,1,0.0,0,0.0,5,36,16,7,5,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,4,0.0,1,0.9302853131858927
0,3,0,0,1,3.0,1575,3.0,12,12,16,7,5,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,12,4725.0,1,0.8619448148714924
2,15,0,0,1,0.0,0,0.0,12,36,16,7,5,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.9805679882959433
0,3,0,0,1,3.0,1152,3.0,5,12,4,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.0,0.0,0,0,4,3456.0,1,0.9587182039074859
1,7,0,0,1,4.0,1224,4.0,5,12,2,7,5,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,1,4,4896.0,1,0.9315516285138173
0,7,0,0,1,12.0,1125,3.0,10,12,13,7,5,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0,0,8,13500.0,1,0.889230287420167
0,3,0,0,1,4.0,1483,2.0,8,12,18,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.0,0.0,0,0,7,5932.0,1,0.9570494990253744
1,1,0,0,1,3.0,69,3.0,12,12,5,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,1,12,207.0,1,0.903351108658017
1,1,0,0,1,5.0,2058,5.0,12,12,8,7,5,1,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0.0,0.0,0,1,12,10290.0,1,0.7819226901540992
1,1,0,0,1,4.0,1147,4.0,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,1,12,4588.0,1,0.8148986414209358
1,1,0,0,1,3.0,521,3.0,12,12,5,7,4,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,1,12,1563.0,1,0.8658760954145834
1,1,0,0,1,2.0,84,2.0,12,25,18,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,2,2,14.0,16.0,0,1,12,168.0,1,0.8326065913844906
0,6,0,0,1,0.0,0,0.0,12,36,16,7,5,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.8476471095291918
1,3,0,0,1,3.0,730,3.0,5,12,11,9,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,4,2190.0,1,0.9247853557307263
1,1,0,0,1,2.0,1534,2.0,12,12,6,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,2,2,13.0,15.0,0,1,12,3068.0,1,0.9597799773193735
1,1,0,0,1,2.0,762,2.0,5,12,10,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,1,4,1524.0,1,0.8099672119279299
1,7,0,0,1,14.0,1290,3.5,5,12,19,7,6,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0.0,0.0,0,1,4,18060.0,1,0.8741841757920795
0,6,0,0,1,2.0,662,1.0,12,12,5,9,5,1,0,0,0,0,0,0,0,0,20,2,0,0,2,2,14.0,15.0,0,0,12,1324.0,1,0.9351473751508321
0,7,0,0,1,4.0,1833,4.0,12,12,12,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,7332.0,1,0.9847251608224586
1,1,0,0,1,7.0,1058,1.75,12,12,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,1,12,7406.0,1,0.7908996000535667
1,1,0,0,1,3.0,1449,1.5,12,12,8,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,1,12,4347.0,1,0.983171254345839
1,3,0,0,1,8.0,1775,2.67,5,12,2,9,6,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0.0,0.0,0,0,4,14200.0,1,0.8432464623053391
1,3,0,0,1,4.0,887,4.0,5,12,8,4,5,1,0,0,0,0,0,0,0,0,20,0,0,0,2,1,14.0,18.0,0,0,4,3548.0,1,0.9701848443544051
1,3,1,0,1,3.0,1738,3.0,12,12,13,4,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,5214.0,0,0.9116237862390889
1,7,0,0,1,6.0,428,2.0,5,12,13,7,5,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,0,4,2568.0,1,0.8575612355391461
0,6,0,0,1,10.0,1290,2.0,12,12,19,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,2,2,15.0,13.0,0,1,12,12900.0,1,0.9796671109219713
0,7,0,0,1,4.0,763,2.0,12,12,8,7,5,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0.0,0.0,0,0,12,3052.0,1,0.7330367209706035
1,3,0,0,1,3.0,620,1.5,12,12,9,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,1,12,1860.0,1,0.9611533274411328
0,6,0,0,1,0.0,0,0.0,3,36,16,7,5,1,0,0,0,0,0,0,0,0,20,1,0,0,2,2,14.0,14.0,0,0,8,0.0,1,0.7533640391358709
1,7,0,0,1,3.0,1375,3.0,12,12,13,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.0,0.0,0,1,12,4125.0,1,0.9683566950253075
0,6,0,0,1,0.0,0,0.0,5,36,16,7,5,1,0,0,0,0,0,0,0,0,20,1,0,0,1,2,16.0,13.0,0,0,4,0.0,1,0.7784213978648243
1,1,0,0,1,4.0,1063,4.0,5,12,5,7,6,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,1,4,4252.0,1,0.9689727323962507
1,1,0,0,1,3.0,692,3.0,12,12,13,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,2,1,14.0,17.0,0,1,12,2076.0,1,0.9772564713366962
1,3,0,0,1,4.0,1647,4.0,5,12,4,4,1,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,0,4,6588.0,1,0.942641587785191
0,7,0,0,1,9.0,1115,2.25,5,12,7,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,4,10035.0,1,0.9575329357429793
0,7,0,0,1,2.0,1248,1.0,5,12,16,7,5,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,0,4,2496.0,1,0.946337095930004
1,1,0,0,1,4.0,1115,1.33,10,12,5,7,6,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0.0,0.0,0,1,10,4460.0,1,0.8824810203406876
0,6,0,0,1,0.0,0,0.0,5,36,16,7,5,1,0,0,0,0,0,0,0,0,20,1,0,0,2,2,14.0,15.0,0,0,4,0.0,1,0.8067208383377278
1,3,0,0,1,8.0,735,8.0,5,12,18,4,6,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,0,4,5880.0,1,0.9631271635336957
1,1,0,0,1,5.0,1295,5.0,5,12,1,7,4,1,0,0,0,0,0,0,0,0,20,1,0,0,3,1,12.0,18.0,0,1,4,6475.0,1,0.9035426501080005
0,3,0,0,1,3.0,1190,3.0,12,12,16,7,5,1,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0.0,0.0,0,0,12,3570.0,1,0.8310968434936852
1,3,0,0,1,4.0,752,4.0,5,12,5,3,6,1,0,0,0,0,0,0,0,0,20,1,0,0,3,2,12.0,15.0,0,0,4,3008.0,1,0.8146829927077682
0,1,0,0,1,2.0,1441,2.0,12,12,9,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,2882.0,1,0.9798112763158164
0,3,0,0,1,10.0,932,2.5,10,12,2,7,5,1,0,0,0,0,0,0,0,0,20,3,0,0,1,2,16.0,16.0,0,0,8,9320.0,1,0.7490423616958366
0,7,0,0,1,2.0,869,1.0,12,12,13,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,1738.0,1,0.9714230238622469
1,3,0,0,1,4.0,1529,4.0,5,12,11,10,5,1,0,0,0,0,0,0,0,0,20,1,0,0,3,1,12.0,18.0,0,0,4,6116.0,1,0.8944860061661438
2,10,0,0,1,0.0,0,0.0,12,36,16,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,2,1,14.0,17.0,0,0,12,0.0,1,0.957834014409946
0,6,0,0,1,1.0,1186,1.0,12,12,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,2,12.0,15.0,0,1,12,1186.0,1,0.7524602663793247
0,3,0,0,1,2.0,837,1.0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,12,1674.0,1,0.8590363642259813
0,7,0,0,1,3.0,1228,1.5,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,12,3684.0,1,0.781051303570132
1,3,0,0,1,4.0,1098,4.0,5,12,5,4,5,1,0,0,0,0,0,0,0,0,20,1,0,0,2,1,14.0,18.0,0,0,4,4392.0,1,0.9699529583802848
2,10,0,0,1,1.0,938,1.0,5,36,8,7,6,1,0,0,0,0,0,0,0,0,3,0,0,0,2,1,14.0,18.0,0,0,4,938.0,1,0.969006304607583
0,3,0,0,1,4.0,699,4.0,12,12,9,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,12,2796.0,1,0.7719384435119311
1,3,0,0,1,3.0,1839,3.0,5,12,11,4,6,1,0,0,0,0,0,0,0,0,20,0,0,0,3,1,12.0,17.0,0,0,4,5517.0,1,0.9399159651670189
1,1,0,0,1,2.0,932,2.0,5,12,13,7,5,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0,0,4,1864.0,1,0.7330601569436461
1,1,0,0,1,3.0,1348,3.0,5,12,8,7,5,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0,1,8,4044.0,1,0.8428541024354418
1,1,0,0,1,2.0,1764,2.0,5,12,8,7,5,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0,1,4,3528.0,1,0.8437240603447769
2,10,0,0,1,0.0,0,0.0,5,36,16,7,5,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0,0,4,0.0,1,0.9291554432027123
2,10,0,0,1,1.0,884,1.0,5,12,5,7,6,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0.0,0.0,0,1,4,884.0,1,0.9010911328447012
1,7,0,0,1,4.0,3,4.0,12,12,19,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,1,12,12.0,1,0.8777585436636218
2,10,0,0,1,0.0,0,0.0,5,36,16,7,6,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0.0,0.0,0,0,4,0.0,1,0.8838343148627756
0,3,0,0,1,2.0,1599,1.0,12,12,18,7,6,1,0,0,0,0,0,0,0,0,20,4,0,0,0,0,0.0,0.0,0,0,12,3198.0,1,0.853883656852808
2,15,0,0,1,1.0,1162,1.0,12,36,16,7,5,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,12,1162.0,1,0.9385559444958445
1,1,0,0,1,4.0,1606,4.0,5,12,8,7,5,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,1,4,6424.0,1,0.9527396429109062
2,15,0,0,1,0.0,0,0.0,5,36,16,7,5,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,4,0.0,1,0.9302853131858927
0,7,0,0,1,5.0,1184,5.0,12,12,13,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,5920.0,1,0.9851115949577245
0,3,0,0,1,2.0,1265,2.0,12,12,16,7,5,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,12,2530.0,1,0.8470127673125244
1,7,0,0,1,4.0,1216,4.0,12,12,13,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,4864.0,1,0.9619488963476521
1,1,0,0,1,5.0,253,5.0,5,12,18,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.0,0.0,0,1,4,1265.0,1,0.7171786194747355
0,6,0,0,1,0.0,0,0.0,9,36,18,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,2,2,14.0,15.0,0,0,8,0.0,1,0.7725085840547983
2,15,0,0,1,1.0,1058,1.0,5,12,13,4,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,8,1058.0,1,0.9303590348393405
0,6,0,0,1,0.0,0,0.0,12,36,11,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,2,2,14.0,15.0,0,0,12,0.0,1,0.9191035671078517
1,1,0,0,1,3.0,1298,3.0,12,12,18,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,1,12,3894.0,1,0.955309936940845
1,1,0,0,1,5.0,1062,2.5,5,12,8,5,5,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.0,0.0,0,0,4,5310.0,1,0.9573979007503314
2,10,1,0,1,0.0,0,0.0,12,36,16,7,5,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,12,0.0,0,0.9514057058467137
0,1,0,0,1,10.0,1324,2.0,12,12,16,7,5,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,12,13240.0,1,0.8822539938962719
0,7,0,0,1,5.0,1135,2.5,5,12,16,7,5,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0.0,0.0,0,0,4,5675.0,1,0.798290220104537
1,7,0,0,1,11.0,1914,3.67,12,12,2,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,1,12,21054.0,1,0.95077056730732
0,6,0,0,1,0.0,0,0.0,12,36,8,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,1,2,16.0,15.0,0,0,12,0.0,1,0.9829853505620296
0,7,0,0,1,4.0,816,4.0,12,12,11,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,3264.0,1,0.9667057636477808
2,10,0,0,1,0.0,0,0.0,12,36,16,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.9837196304813622
1,3,0,0,1,4.0,1500,4.0,12,12,9,9,5,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.0,0.0,0,0,12,6000.0,1,0.9665504162796701
1,1,0,0,1,7.0,1424,7.0,12,12,1,7,5,1,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0.0,0.0,0,1,12,9968.0,1,0.8032268722795796
1,1,0,0,1,10.0,1360,5.0,5,12,19,4,5,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,0,4,13600.0,1,0.9302531508645522
1,1,0,0,1,5.0,1457,1.67,12,12,5,7,5,1,0,0,0,0,0,0,0,0,20,1,0,0,2,2,13.0,16.0,0,1,12,7285.0,1,0.9618168592803775
1,1,0,0,1,7.0,1762,1.4,9,12,5,7,4,1,0,0,0,0,0,0,0,0,20,2,0,0,3,1,12.0,18.0,0,1,9,12334.0,1,0.7869053591952586
0,3,0,0,1,2.0,28,2.0,3,12,7,7,6,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,0,2,56.0,1,0.7612429668250925
0,6,0,0,1,0.0,0,0.0,12,36,5,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,1,2,16.0,15.0,0,0,12,0.0,1,0.9834526124667916
1,1,0,0,1,2.0,1153,2.0,12,12,2,10,5,1,0,0,0,0,0,0,0,0,20,0,0,0,2,1,14.0,17.0,0,0,12,2306.0,1,0.9703282642020244
1,1,0,0,1,4.0,1256,4.0,12,12,17,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,2,1,15.0,17.0,0,1,12,5024.0,1,0.9929019316933314
2,13,1,0,1,0.0,0,0.0,12,36,16,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,2,2,14.0,16.0,0,0,12,0.0,0,0.9646584834748783
0,1,0,0,1,5.0,209,5.0,12,12,16,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,2,2,14.0,15.0,0,0,12,1045.0,1,0.8898941940125868
1,3,0,0,1,3.0,1141,3.0,5,12,18,1,5,1,0,0,0,0,0,0,0,0,20,0,0,0,2,1,15.0,20.0,0,0,4,3423.0,1,0.963556350990147
1,7,0,0,1,9.0,945,3.0,12,12,14,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,2,1,15.0,20.0,0,1,12,8505.0,1,0.9889957000484911
0,6,0,0,1,3.0,1083,1.5,12,12,13,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,2,2,13.0,16.0,0,1,12,3249.0,1,0.980724205977661
2,10,0,0,1,0.0,0,0.0,5,36,6,7,4,1,0,0,0,0,0,0,0,0,20,1,0,0,2,2,14.0,13.0,0,0,4,0.0,1,0.9288926623993173
1,1,0,0,1,5.0,282,1.67,12,12,11,9,5,1,0,0,0,0,0,0,0,0,20,2,0,0,2,1,14.0,18.0,0,0,12,1410.0,1,0.8909743348825974
0,3,0,0,1,2.0,987,1.0,5,12,8,7,6,1,0,0,0,0,0,0,0,0,20,1,0,0,2,2,13.0,15.0,0,0,4,1974.0,1,0.9486405396693555
2,15,0,0,1,0.0,0,0.0,5,36,16,7,5,1,0,0,0,0,0,0,0,0,0,4,0,0,2,2,15.0,15.0,0,0,4,0.0,1,0.9419770210882865
0,3,0,0,1,4.0,952,1.0,12,12,16,7,5,1,0,0,0,0,0,0,0,0,20,3,0,0,2,2,14.0,15.0,0,0,12,3808.0,1,0.8621706460459329
1,3,0,0,1,3.0,1199,3.0,12,12,8,10,5,1,0,0,0,0,0,0,0,0,20,2,0,0,2,1,14.0,18.0,0,0,12,3597.0,1,0.9705092391331099
2,10,0,0,1,0.0,0,0.0,5,36,11,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,2,1,14.0,18.0,0,0,4,0.0,1,0.9526330766698203
0,3,0,0,1,2.0,1379,2.0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,15.0,15.0,0,0,12,2758.0,1,0.8000818635475548
1,1,0,0,1,1.0,1385,1.0,1,12,18,7,5,1,0,0,0,0,0,0,0,0,20,1,0,0,2,1,15.0,18.0,0,0,8,1385.0,1,0.9494456282747573
1,1,0,0,1,3.0,1486,3.0,5,12,8,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,2,1,14.0,17.0,0,1,4,4458.0,1,0.9612667001934383
0,6,0,0,1,0.0,0,0.0,5,36,5,7,5,1,0,0,0,0,0,0,0,0,20,1,0,0,1,2,16.0,14.0,0,0,4,0.0,1,0.877964750693096
0,7,0,0,1,13.0,424,4.33,5,12,8,7,5,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,0,4,5512.0,1,0.8803730711870233
0,7,0,0,1,6.0,1519,1.5,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,15.0,15.0,0,0,12,9114.0,1,0.8048651692770421
0,6,0,0,1,2.0,273,2.0,5,33,13,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,2,2,13.0,14.0,0,1,4,546.0,1,0.7849382824105016
1,1,0,0,1,5.0,1290,1.67,10,12,5,9,5,1,0,0,0,0,0,0,0,0,3,0,0,0,2,1,15.0,17.0,0,0,10,6450.0,1,0.9139064637829335
1,1,0,0,1,2.0,890,2.0,5,12,13,7,6,1,0,0,0,0,0,0,0,0,20,1,0,0,2,1,14.0,18.0,0,1,4,1780.0,1,0.9681274110939987
1,3,0,0,1,10.0,575,3.33,5,12,2,7,5,1,0,0,0,0,0,0,0,0,3,0,0,0,2,1,15.0,17.0,0,0,4,5750.0,1,0.8490940966885719
0,7,0,0,1,4.0,1823,4.0,12,12,18,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,2,2,15.0,16.0,0,0,12,7292.0,1,0.9822943128390694
0,3,0,0,1,3.0,1563,1.5,12,12,16,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,2,2,14.0,16.0,0,0,12,4689.0,1,0.9770014133062556
1,1,0,0,1,8.0,311,4.0,12,12,11,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,2,2,14.0,16.0,0,1,12,2488.0,1,0.8538938866130583
1,7,1,0,1,4.0,1866,4.0,15,12,12,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,2,1,14.0,19.0,0,1,14,7464.0,0,0.8582705915298284
1,3,0,0,1,2.0,1277,2.0,12,12,9,5,5,1,0,0,0,0,0,0,0,0,20,2,0,0,2,2,14.0,15.0,0,0,12,2554.0,1,0.9739075492736746
0,3,0,0,1,2.0,1881,2.0,5,12,5,7,5,1,0,0,0,0,0,0,0,0,20,1,0,0,2,2,14.0,16.0,0,0,4,3762.0,1,0.9537292390396277
0,6,0,0,1,0.0,0,0.0,12,36,16,7,5,1,0,0,0,0,0,0,0,0,0,4,0,0,1,2,16.0,15.0,0,0,12,0.0,1,0.9045190335599694
1,3,0,0,1,6.0,1104,6.0,12,12,9,9,5,1,0,0,0,0,0,0,0,0,0,4,0,0,2,2,15.0,15.0,0,1,12,6624.0,1,0.8244778902020451
0,3,0,0,1,5.0,1374,2.5,12,12,16,7,5,1,0,0,0,0,0,0,0,0,0,4,0,0,2,2,15.0,15.0,0,0,12,6870.0,1,0.928885655184943
1,1,0,0,1,5.0,933,5.0,12,12,9,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,2,2,15.0,15.0,0,1,12,4665.0,1,0.9919752714501223
1,1,0,0,1,1.0,396,1.0,1,26,11,7,6,1,0,0,0,0,0,0,0,0,20,1,0,0,2,1,15.0,18.0,0,1,8,396.0,1,0.8910745729666251
0,6,0,0,1,2.0,1062,1.0,12,12,11,4,5,1,0,0,0,0,0,0,0,0,20,0,0,0,2,1,13.0,18.0,0,0,12,2124.0,1,0.9573071425492171
1,3,0,0,1,6.0,798,6.0,5,12,8,4,5,1,0,0,0,0,0,0,0,0,20,0,0,0,1,1,16.0,20.0,0,0,4,4788.0,1,0.962414270067084
1,7,0,0,1,3.0,1090,3.0,12,12,9,5,6,1,0,0,0,0,0,0,0,0,20,2,0,0,1,2,16.0,15.0,0,0,12,3270.0,1,0.9941310401215071
0,6,0,0,1,0.0,0,0.0,5,36,1,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,2,2,15.0,14.0,0,0,4,0.0,1,0.9324038367851831
1,3,0,0,1,4.0,1285,4.0,12,12,5,10,5,1,0,0,0,0,0,0,0,0,0,4,0,0,2,2,15.0,16.0,0,0,12,5140.0,1,0.8123858481243005
1,1,0,0,1,3.0,1513,3.0,12,12,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,15.0,18.0,0,1,12,4539.0,1,0.7628753914859405
1,1,0,0,1,4.0,1025,4.0,12,12,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,15.0,16.0,0,1,12,4100.0,1,0.7894528222103575
2,15,0,0,1,0.0,0,0.0,12,36,16,7,5,1,0,0,0,0,0,0,0,0,0,4,0,0,2,2,14.0,15.0,0,0,12,0.0,1,0.8909334717854454
1,1,0,0,1,10.0,1798,5.0,12,12,19,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,2,1,15.0,18.0,0,0,12,17980.0,1,0.9788237420158522
1,7,0,0,1,5.0,1722,5.0,12,12,2,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,2,1,13.0,17.0,0,0,12,8610.0,1,0.9581338006265365
1,1,0,0,1,2.0,1386,2.0,12,12,5,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,2,1,14.0,17.0,0,1,12,2772.0,1,0.9757772320130972
0,3,1,0,1,2.0,1136,2.0,12,12,13,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,2,1,14.0,17.0,0,0,12,2272.0,0,0.8998140697964131
2,15,0,0,1,0.0,0,0.0,12,36,16,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,2,1,14.0,17.0,0,0,12,0.0,1,0.9668516895983036
1,1,0,0,1,11.0,1049,2.2,12,12,1,4,5,1,0,0,0,0,0,0,0,0,20,2,0,0,2,1,14.0,17.0,0,0,12,11539.0,1,0.9727456282785603
1,3,0,0,1,5.0,1335,5.0,12,12,11,9,5,1,0,0,0,0,0,0,0,0,20,1,0,0,2,1,15.0,20.0,0,0,12,6675.0,1,0.9844819162938141
